id	tweet	subtask_a	subtask_b	subtask_c
431	ही मराठी माणसाची एकजूट चं आहे की कंगना ह्या विषयावर महाराष्ट्र भाजप गप्प आहे जास्त खळखळ नाही करत ज…	NOT		
432	फक्त सहकलाकरणीला जी साडीत फिरते तिला पॉर्नस्टार म्हणु शकते	NOT		
433	च्यायला जोडीनं येणार हाय वय तु बर आहे म ये पाऊस गेल्यावर	NOT		
434	असो की यात राज्य सरकारला न्यायालयीन लढाईत अपयश आले आहे फक्त भावनिक लढाई करून सहानुभूती…	NOT		
435	च्यायला सगळ्यांना धमक्या देणारे फोन चालू झाले काय आता चिंधी चोरांना पण धमक्या येऊ लागल्या म्हणजे लॉक…	NOT		
436	करोनाविरोधातील लढ्यात मोठा धक्का ऑक्सफर्डने थांबवली करोना लस चाचणी भारतातही या लसीची चाचणी सुरु करण्यात आली होती	NOT		
437	बघ म्हणजे जग…	NOT		
438	कोरोणा लवकर घालवायचा आहे असं वाटतंय देशाचे महत्वाचे मुद्दे पुढे आणायचे असतील आर्थिक स्थिती वगैरे तर सोशल मीडिया वर…	NOT		
439	तुमच्या एवढा घाबरणारा मुख्यमंत्री मी कधीच पहिला नाही धर्मा पाटलाच्या गावाला जायच्या आधी तुम्ही त्यां…	NOT		
440	राष्ट्रभाषा म्हणत असाल तर तिला कडवं घेऊन खुशाल हिंडाव बाकी महाराष्ट्र अन मराठीच मैंने बोल्याच्यायला ढोल्या…	NOT		
441	कंगणाला जितकी प्रसिद्धी आणि महापालिकेच्या कारवाईने दिली तितकी सलग १२ ब्लॉकबस्टर चित्रपटांनीही मि…	NOT		
442	आज साक्षरता दिवस आहे आजच्या दिवशी तरी तुमची आनी पानी कोळशाची गोनी तुमच्या घालून ठेवा…	NOT		
443	आयपीएलच्या १३ व्या मोसमात या ३ सलामीच्या जोड्या यूएईमध्ये उभारणार धावांचा डोंगर?	NOT		
444	माझ्या ह्रदयातील स्पंदने तुझीच वाट पहात आहेत केव्हा येशील आयुष्यात माझ्या याचीच वाट पाहत आहे ओढ तुझ्या प्रेमाची आ…	NOT		
445	ची फाटली का ची कोणी सांगेल काय राव कोणाची फाटली	NOT		
446	आरक्षण ५ न्यायमूर्तींच्या घटनापिठाकडे वर्ग शैक्षणिक प्रवेशात व नोकरभरतीत आरक्षणाला स्थगीती राज्य सरकारचे	NOT		
447	मनात असंख्य वेदनादायी प्रश्न त्यावर न मिळणारी उत्तरं असंख्य असे आक्रोश त्यावर न मिळणारा दिलासा	NOT		
448	मधमाशी नसेल तर प्राणवायू मिळणं बंद होईल	NOT		
449	भाषावार प्रांतरचनेचा आग्रही पुरस्कार करणारा मराठवाडा नेहमीच अखंड महाराष्ट्रवादी राहिला पण मराठवाड्याच्या वाट्याला नेहमी…	NOT		
450	मराठा आरक्षणाला स्थगिती मात्र मागील वर्षीच्या शैक्षणिक प्रवेश ग्राह्य	NOT		
451	एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश आता सगळा देश तमाशा प्रधान झालायप्रत्येक गोष्टीचा त…	NOT		
452	गुलाबाच्या कळीला थांग नव्हता ती अल्लड वाऱ्याच्या झुळकेला लाजून जायची मनोमनी मंद काजव्याची लगबग तिच्यापाशी गुंतत होती…	NOT		
453	काय फेकलो मनमोहनसिंग यांची विकिपीडिया वाचन मग गरीब घरून शिक्षण घेवून स्वताच्या दमावर बन…	NOT		
454	माझे कुटुंब माझी जबाबदारी मोहिमेवरून भाजप नेत्याचा मुख्यमंत्र्यांना टोला	NOT		
455	हो आताही पाठिंबा द्यायला काही हरकत नाही तसही अर्णब आणि कंगना नि मुंबई आणि महाराष्ट्र पोलिसांचा अप…	NOT		
456	हुश्शसुटका झाली टाका आता बाहेर एकदाचा तो तोंडात धरून ठेवलेला मावा सांभाळून टाका आजूबाजूला ब…	NOT		
457	केंद्र सरकार ने नेमून दिलेल्या वकिलाने योग्य बाजू मांडली राज्यला ते जमलं नाही सिब्बल साहेबांसारखा व…	NOT		
458	सौंदर्याला नेहमीच अपूर्णतेचा अभिशाप असतो हे खरंच आहे गंधाविना फुललेली ही फुलं याचंच प्रत्यय आहेत	NOT		
459	माननीय श्री गडकरी जी हे काय चालू आहे संपूर्ण भारतात हायवेवर मस्जिद दर्गे येतातच कसे लवकरात लवकर हा…	NOT		
460	आपल्या आई वडिलांच्या भगीरथ प्रयत्नांनंतर आपला जन्म झाला तो देखील महाराष्ट्रात राज्या…	NOT		
461	मुंबई महानगरपालिकेने जेवढ्या वेळात कंगना राणावत यांचे कार्यलयाचे अतिक्रमण काढले तेवढ्याच वेळात मुंबईतील इतर अतिक्र…	NOT		
462	शिवबाला घडविणाऱ्या जिजाऊंचे तुम्हाला भान पाहिजे मुलींना शिकविणाऱ्या सावित्रीचे तुमच्या हृदयात स्थान पाहिजे जळली या समा…	NOT		
463	शब्द मनाच्या फांदीवर विसावा घेऊन झुलले की ख या अर्थाने शब्दातील अर्थाचा पिसारा फुलतोपण मनाच्या फांदीवर जर पूर्वग्रह द्वेष …	NOT		
464	विचारांच्या वादळात हरवलं की मनाचे प्रश्न मात्र अनुत्तरीत राहतात	NOT		
465	सुप्रभात ट्विटरकरांनो मास्क वापरा आपापसात अंतर राखा काळजी घ्या	NOT		
466	लडाखमध्ये भारत चीनच्या जवानांमध्ये पुन्हा संघर्ष? भारतानं गोळीबार केल्याचा पीएलएचा आरोप भारतानं वॉ…	NOT		
467	अर्णब वर हक्कभंग काय आणला …	NOT		
468	तुमचं म्हणजे अस आहे उचलली जीभ लावली टाळ्याला देशाचे पंतप्रधान आदरणीय मोदीजी यांच्याबद्दल बोललं त…	NOT		
469	चांगल्या माणसांवर कधीही करू नका कारण गेली की तिचं बनत असतं टिप …	NOT		
470	घ्या राउत ती तर बोली जे की हिंदुस्तान च आहे हे बेन मुंबई ला पाकिस्तान बोला आता काय रिप्लाई देता की तोंडा…	NOT		
471	भारतात ड्रग्स (गांजा चरस व इतर) सेवन करावं का? गेले काही दिवस हेच ऐकत आहे म्हणून सहज विचारलं	NOT		
472	बरं काही का असेना पण तिने एखादं काम सांगावं आणि ह्याने करू नाही असं कधी होईल का? मग तो भलेही कसंबसं नि…	NOT		
473	सुज्ञ मनुष्य जरी थोडे थोडे शुभ कर्म करीत राहिला तरी परिणामी तो चांगुलपणाने भरून जातो १० चंदन धूप कमळ मधुमा…	NOT		
474	ध्येयाकडे जात असताना वेदना या काही काळ असतात पण ध्येय साध्य केल्यानंतर मिळणारी कीर्ती अजरामर असते …	NOT		
475	दादांनी किंवा करून शिक्षण सेवकांना नयाय द्या…	NOT		
476	आताच आलेल्या माहिती नुसार खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे (सत्ता नसल्या मुळे होणारे मं…	NOT		
477	सरकारने आणि मीडिया ने रिह्या सुशांत आणि कंगना यांना जेवढं गांभीर्याने घेतला तितकंच राहुल गांधी ला घेतला असत तर थोडं का होई…	NOT		
478	जिवनात माणूस जेवढा कामाने थकत नाही त्यापेक्षा जास्त विचाराने थकतो	NOT		
479	का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक काय स्पष्टि…	NOT		
480	गेल्या काही वर्षात हवी तशी कामगिरी न करणाऱ्या मँचेस्टर युनायटेड संघाकडून येणाऱ्या २०२० २१च्या हंगामात काय अपेक्षा आ…	NOT		
481	इयत्ता ९ ते १२ वी वर्गात शिकणाऱ्या विद्यार्थ्यांना स्वच्छेने शिक्षकांच्या मार्गदर्शनखाली शाळेत जा…	NOT		
482	हे शेतकऱ्यांच्या पाचवी ला पुजलेले आहे साली मोदी साहेबांनी स्वामीनाथन आयोग सत्तेत आल्यावर राबवण्याचं गाजर दाखव…	NOT		
483	स्वप्न थांबली की आयुष्य थांबते विश्वास उडाला की आशा संपते  काळजी घेणे सोडलं की प्रेम संपते म्हणून स्वप्न पहा विश्वास…	NOT		
484	खरंय आणि ह्या प्रकरणातला भाजपचा आरडाओरडा आणि मनसेची शांतता मराठी मतदार कधीच विसरणा…	NOT		
485	मग येतात ऑनलाईन क्लासेस च्या विडीओ मध्ये शोधणा या मुली	NOT		
486	असेल ही पण आपली लोक एवढी मंद नाहीत की त्याना भाजप काय खेळ खेळत आहे ते समजतच नाही लोक खूप हुशार आहेत आ…	NOT		
487	प्रदर्शन? कसले प्रदर्शन? कुठे आहे प्रदर्शन? वृत्तवाहिनी आहात हिंदी शब्द जसेच्या तसे वापरून आपल्या अल्पबु…	NOT		
488	प्रेम ही एक अशी विचित्र गोष्ट आहे जी दुर्बल व्यक्तीला मजबूत आणि मजबूत व्यक्तीला दुर्बल बनवू शकते	NOT		
489	समस्त मराठा समाजाचे अभिनंदन महाआघाडी सरकार मराठ्यांचे सरकार	NOT		
490	सुप्रभात विचारांची दिशा बदला दशा आपोआप बदलेल ⁠ ⁠	NOT		
491	मित्रांनो एक लक्षात घ्या आता फक्त कार्यालय बरोबर नव्हते असं लक्षात आल्यावर बांधकाम तोडण्यात आलेले आहे पण अजून मु…	NOT		
492	कितीदा नव्याने तुला अठवावे डोळ्यांतले पाणी नव्याने वहावे कितीदा झुरावे तुझ्याच साठी कितीदा म्हणावे तुझे गीत ओठी …	NOT		
493	मोदीची इज्जत नाही का त्याने सा आयुष्यभर काम क…	NOT		
494	सध्याची आर्थिक महामंदी अधिक धोकादायक आहे की आणि साली आलेली बौद्धिक महामंदी अधिक धोकादायक आहे? आर्थिक महा…	NOT		
495	केंद्र सरकारची मनमानी वृत्ती अंध भक्तांची वाढती श्रद्धा अन विरोधकांची निष्क्रियता बघता आणखी बरंच काही अस घडेल ज्या…	NOT		
496	च वाईट म	NOT		
497	ए अर्धवट काय वटवट लावली आहेस उगाच? विदर्भात किती जिल्हे आहेत ते तरी माहित…	NOT		
498	कोथंबिरीतून लाखांचे उत्पन्न मिळाल्याचा आहे हा फोटोपण त्याची सत्यता आलीये समोेर म	NOT		
499	नेत्रा डाऊ ताई तुम्ही भक्त आहात हे काय सांगायची गरज नाही भाई वगैरे तुमचे असतील युपी बिहार वाले आम्ही मराठा म्णसं…	NOT		
500	महाराष्ट्राचा सेवक कोण ?	NOT		
501	जे अनधिकृत असेल तर जरुर पाडाव ‘किंबहुना पाडलच पाहिजे फक्त ते आत्ता अचानक ‘दिसल हे धक्कादायक व लज्जास्पद आहे प…	NOT		
502	३ अष्टपैलू खेळाडू जे आयपीएल २०२० मध्ये स्वतःला फिनिशर म्हणून करु शकतात सिद्ध	NOT		
503	जेव्हा तलाठी भरती थांबली होती तेव्हा तुम्हाला खुप कॉन्टॅक्ट केले त्यावेळी तुमच्या…	NOT		
504	आणि म्हणून मनसे गप्प आहे का मुंबई च्या अपमानावर??	NOT		
505	१९३९ साली खोती पद्धत रद्द करून शासनाला कूळ कायदा बनविण्यास भाग पाडणारे आगरी समाजातील नेते नारायण नागो पाटील प्रकल्प…	NOT		
506	२०१४ साली तत्कालीन काँग्रेस सरकारने कांद्यावर निर्यातबंदी लागू केली असता भाजपने शेतकऱ्यांचा कैवार घेत…	NOT		
507	शाखेतल्या लोकांच्या तोंडात बाबासाहेब आंबेडकरांचा उद्घोष वाढल्याचं अजूनही कोणाला जाणवतंय का?	NOT		
508	सुचत नाही काही आज फारस मनाला दिली आहे थोडी विश्रांती आज मी स्वतःला	NOT		
509	म्हणलेले पंत मागे एकदा की साखर आणि चहापत्ति तोंडात टाकून सरळ शेगडीवर जाऊन बसतात ते खरं असावं…	NOT		
510	अनधिकृत कामांवर कारवाई करायला राजकीय टीका करायची वाट का पहावी? पुढे कोणी दुसरा…	NOT		
511	फुलपाखराच्या सारखे जगणे हवे तर मग फुलपाखराइतकेच जगण्याची मुभा आहे	NOT		
512	ने लॉन्च केला अजून एक स्वस्त स्मार्टफोन यात मिळेल एमएएच ची मोठी बॅटरी	NOT		
513	करोनाविरोधातील लढ्यात मोठा धक्का ऑक्सफर्डने थांबवली करोना लस चाचणी भारतातही या लसीची चाचणी सुरु करण्यात आली होती…	NOT		
514	ठाकरे औरगझेब याने मराठा समाजाच्या आरक्षणाचा अत केलं आहे अरे मु…	NOT		
515	व्वा काय मस्त पलटी मारली याचा अर्थ समजला का ? फा ट ली त्याशि…	NOT		
516	रामराजे आणि राहुल दोघे सोडले तर बाकी पत्रकारांनी धुनी भांडी विषयात डिप्लोमा केला आहे असं वाटतं	NOT		
517	माहिती आहे का महाराष्ट्रात पण लोकशाही जी…	NOT		
518	कोल्हापूरत जोरदार पाऊसाची सुरवात कोल्हापूर	NOT		
519	श्रीमंत पेक्ष्या ज्ञानी बघा (म्हयनती)तो कधीही श्रीमंत होऊ शकतो आणि श्रीमंत(उडानटप्पू)कधीही गरीबइति सुशांत	NOT		
520	हो रे नकट्या मग त्या अधिकारी पदावर काम केलेल्या थेरड्याला एवढी अक्कल असू नये कि घटनात्मक पदावरील…	NOT		
521	पौर्णिमेचे चांदणे संगीताचे स्वर आणि गालावरील गुलाब सारे कधीच वाहून गेले पण आज स्मृतिग्रंथाची पाने फडफ…	NOT		
522	मोदी सरकार विकणार २६ कंपन्या? मनमोहन सिंग सरकारच्या काळात किती विकल्या होत्या कंपन्या?	NOT		
523	मुख्यमंत्री बंगला दुरुस्ती साठी कोटी आणि विदर्भ पूरग्रस्त लोकांसाठी कोटी हीच का तुमची राज्या…	NOT		
524	वर चीन सोबत असलेल्या स्थितीवर रक्षा मंत्री च लोकसभेत संबोधन जेवढे सांगता येईल तेवढे सांगितले आता अश्यावेळी…	NOT		
525	गेले कित्येक दिवस झाले तुम्ही मराठी भाषेतील कार्यक्रम बंद केलेत(मराठी भाषा काढली आहे) इतर सर्व भाषा उपलब्ध…	NOT		
526	मोदीजी आल्यापासून बेरोजगारी वाढली साली तुम्ही सगळे कलेक्टर होते	NOT		
527	म्हणून ह्यावेळी त्या मराठी मतदारांना धडा शिकवण्यासाठी हात वर केलाय तर	NOT		
528	उगाच बदनाम केला इतकंच नाही तर ला आणि अ…	NOT		
529	इयत्ता ९वी ते १२वीच्या शाळा सुरु करण्यासंदर्भात केंद्रीय आरोग्य मंत्रालयाच्या मार्गदर्शक सूचना निर्गमित …	NOT		
530	आम्ही तिकडे जन्माला नाही आलोय शिवरायांच्या शाहू फुले आंबेडकरांच्या संस्कारांची शिकवण हे म्हणून…	NOT		
531	इयत्ता ते वी वर्गात शिकणाऱ्या विद्यार्थ्यांच्या शाळा सप्टेंबरपासून सुरू करण्यास केंद्रीय आरोग्य मंत्रालयाची…	NOT		
532	१६७२ साली छत्रपती शिवाजी महाराजांनी पोर्तुगीजांकडून हा किल्ला ताब्यात घेतला पोर्तुगीजांचा अरबांशी इथून घोड्यांचा व्या…	NOT		
533	आज कंगणावर टीका करणारे हेच मराठीपत्रकार दिवसभर बॉलिवूड च्या बातम्या दाखवत असतातमहाराष्ट्रातले मुद्दे सोडून दिवसरा…	NOT		
534	कासीम रिझवी ला अटक करून नंतर जन्मठेपेची शिक्षा ठोठावली मात्र एक अट होती की जर त्याला पाकिस्तानात जायची ईच्छा असेल…	NOT		
535	व्हायाकॉम१८ ची निर्मिती असणारे काही चित्रपट उद्यापासून नेटफ्लिक्सवर उपलब्ध होतायत	NOT		
536	साहेब आपण विद्याविभुषित वाक चातृर्य निष्णात आपले हे कलागुण विरोधी पक्षदेखील मानतो दुर्देवाने आपले…	NOT		
537	एअर इंडिया रतन टाटा साहेब यांना देणेस काहीही हरकत नाहीएअर इंडिया रतन टाटा साहेब सांभाळत असताना नफ्या…	NOT		
538	अरे बांधायला तरी सुरुवात करा च्यायला नुसत्या घोषणाच ऐकतोय गेली सहा वर्षे	NOT		
539	गुलाबाच्या कळीला थांग नव्हता ती अल्लड वाऱ्याच्या झुळकेला लाजून जायची मनोमनी मंद काजव्याची लगबग तिच्यापाशी गुंतत…	NOT		
540	त्यामुळे परीक्षा होणार असल्या तरी विद्यार्थ्यांच्या गुणवत्तेची ‘परीक्षा होणार का असा प्रश्न उपस्थित झाला आहे	NOT		
541	शिक्षकांचा ठरलेला आत्तपर्यंतची सर्वात फालतू बॅच तुम्ही आहे	NOT		
542	शाहरूख खानच्या नाईट रायडर्स संघाला तिसऱ्यांदा ट्रॉफी पटकावण्याची संधी तर…	NOT		
543	चिन्हां मधूनी अक्षरे अक्षरे जुळता शब्द बनती वाक्यांशी ओळख वाढत जाता माहिती ची द्वारे उघडती साक्षर…	NOT		
544	जगातला सर्वात मोठा विनोद	NOT		
545	पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया झालेल्या अनधिकृत कार…	NOT		
546	जेवढं मी समजलो होतो आयुष्य त्या पेक्षा खूप लहान आहे सुखाची वाट पहात झुरण्या पेक्षा प्रत्येक क्षणाचा आनंद घेत जगणे…	NOT		
547	अंडरवर्ल्ड मधे दाऊत आणि महाराष्टात संजय राऊत	NOT		
548	तुमच्या चॅनल च्या सूची मद्धे मराठी का नाही ? हा चॅनल उपलब्ध असल्याचे सांगत आ…	NOT		
549	कुर्मिलाबाई काळतोंडकर जे बरळ्या त्याचा खरपूस समाचार घेतलेला आहे कंगनाने बलात्कार म्हणजे फक्त संभोग नव्हे मानसिक…	NOT		
550	मला वाटले की माझ्या नंतर अजून दुसरी जगात कोणीच नसेल मग मी कंगना ला बघितले आणि माझ्या मनातील हा…	NOT		
551	काही सत्य आयुष्यभर तुम्हाला आणि तुमच्या मनाला माहीत असलेलीच बरी असतात हे करत असताना तुम्ही तुमच्या नजरेत पडणार नाहीत एवढी…	NOT		
552	चीनला बसणार मोठा फटकाथायलंड सरकारने घेतलाय महत्त्वाचा निर्णय म	NOT		
553	बाळासाहेब एकदा बोलले होते जसे ते एकवटले तसे तुम्ही एकत्र व्हा हीच ती वेळ मराठी माणसांनी एकत्र येण्याची	NOT		
554	लेखक केतन सावंत उपलब्ध	NOT		
555	इथे छत्रपती शिवाजी महाराजांच्या फोटोचा वापर नकोच आमचे आराध्यदैवत आहेत तिचा सपोर्ट करण्यासाठी आम…	NOT		
556	आतुरतेने वाट पाहतोय खूप खूप शुभेच्छा	NOT		
557	अत्यंत बोलकं वाक्य कुठे तरी केलेल्या कर्माची भीती आहे नाहीतर गंगेवर एवढी गर्दी का असते? पाप विचारात असतं श…	NOT		
558	आधी बोलायला शिक बाबा	NOT		
559	महाराष्ट्रात कोरोनाची लागण झालेल्यांची संख्या वर पोहचली असून त्यातील बरे झालेल्यांची संख्या इतकी आहे तर मृ…	NOT		
560	भारतीय लोकशाही व्यवस्था जगातील सर्वात मोठी लोकशाही म्हणून ओळखली जाते पाश्चिमात्य विचारवंतांनी १९४७…	NOT		
561	माणूस समोर असतांना मोबाईल हातात ठेवाल तर माणूस हातातून कायमचा सुटेल काय पटतंय का?	NOT		
562	पंतप्रधान आज ७० वर्षाचे झाले आहेत २०२४ च्या निवडणुकीच्या वेळेस ते ७३ वर्षाचे असतील त्यांच्या पक्षाच्या नियमानुसार…	NOT		
563	अरे दम काढ होईल हळूहळू ही प्रक्रिया शेकडो वर्ष चालते वर्षात नाही होणार संपूर्ण देशाची विचारसरणी…	NOT		
564	आज ‘अक्षरनामा मध्ये बरोबर ‘तीन वर्षांपूर्वी \९ सप्टेंबर २०१७ विखारी हत्यांचे असहिष्णु सोहोळे प्रवीण बर्दापूरकर…	NOT		
565	२०१६ साली हा गुन्हा घडला होता पण तेव्हा भाजपचे सरकार असल्याने पाटील यांच्यावर एफआयआर दाखल झाला नाही त्यानंतर २०१९ म…	NOT		
566	या घातक बंदुकीबद्दल तुम्हाला माहिती नसलेल्या काही महत्वाच्या गोष्टी	NOT		
567	याला काय…	NOT		
568	श्वास आणि विश्वास आयुष्यात या दोन गोष्टी खूप गरजेच्या आहेत कारण संपला की जीवनाचा…	NOT		
569	सर्वांनी हे ग्रंथ अवश्य खरेदी करा राष्ट्र आणि धर्मरक्षणाचे उपाय देशाची सद्यस्थिती पाहता हिंदुंवर अत्याचार ध…	NOT		
570	एकेकाळी तमाशा प्रधान फक्त मराठी सिनेमा होता आणि शेतीप्रधान देश आता सगळा देश तमाशा प्रधान झालायप्रत्येक गोष्टी…	NOT		
571	ओ जोशी तो शब्द तोंडात मावेना कि आमच्या …	NOT		
572	१ मे १९६० ला स्थापन झाल्यावर राज्याचे सुसंघटित व्यवस्थापन राबविण्यासाठी वेगवेगळे विभाग करण्यात आलेह्या…	NOT		
573	बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत महाराष्ट्राच्या शिलेदारांनी खुप यातना भोगल्या त	NOT		
574	पंतप्रधान नरेंद्र मोदी १० सप्टेंबर रोजी पंतप्रधान मत्स्य संपदा योजना (पीएमएमवायवाय) डिजीटली सुरू करणार आहेत पंतप्र…	NOT		
575	आणि त्यादिवशी सचिन तेंडुलकरने १७२६ दिवसांनी शतकाचा दुष्काळ संपवला	NOT		
576	बहुजन आघाडी नाशिक जिल्हाध्यक्ष पवार यांना वाढदिवसाच्या हार्दिक शुभेच्छा	NOT		
577	तुमचं महानगरपालिकेने कंगना च्या बांधकामावर केलेल्या कारवाही वर काय मत आहे?	NOT		
578	आमंच्या वर्गापेक्षा ईतर वर्गातील मुलं तरी खूप चांगली याची सतत जाणीव करून देणाऱ्या सर्व शिक्षकांना शिक्षक दिनाच्या शुभे…	NOT		
579	शिवबाला घडविणाऱ्या जिजाऊंचे तुम्हाला भान पाहिजे मुलींना शिकविणाऱ्या सावित्रीचे तुमच्या हृदयात स्थान पाहिजे जळली या…	NOT		
580	सरकार नक्की कशासाठी आहे? महाराष्ट्रात ऑक्सिजन नाही	NOT		
581	बजाज ऑटोमध्ये २००८ साली लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते तेच २०१२ मध्ये गाड्यांचे उत्पादन ला…	NOT		
582	वा यानंतर खेळाची कारकिर्द संपते? व्हिक्टोरिया अझारेका त्सेतवाना पिरोनकेवा सेरेना विल्यम्स …	NOT		
583	दुपारी मोकळ्या पाण्यात गाडी धुतली घरी आलो चहा घेतला अचानक आई बाहेर आली आणि म्हणाली सकाळी बघितलेली शाम्पू ची बॉ…	NOT		
584	घनी दाटले मेघ तमाहुनी गर्द सुटला गंध मातीला भान हरपूनी माझे मी बेधुंद	NOT		
585	हृदयाला गुंतवण्या आधी जरा आपलं डोकं वापरलं की होणारा बराचसा मनस्ताप टळतो	NOT		
586	एमएएच बॅटरी आणि इंचाचा डिस्प्ले असलेला हा डिवाईस फक्त रुपयांमध्ये झाला भारतात लॉन्च…	NOT		
587	आपण निसर्गाचा एक छोटासा भाग आहोत ही जाणीव मागे पडून आपण निसर्गाचे मालक आहोत हा विचार गेल्या काही दशकांपासून मूळ धरू लाग…	NOT		
588	नाट्यगृहे पुन्हा सुरू होण्याबाबत	NOT		
589	जी आपल्या मातोश्रीचा वाद संपूर्ण माहीत आहे जर पण अनाधिकृत आसेल तर तीला पण आपन…	NOT		
590	बाकीच्यांचे सोडा पण मला वेगळीच चिंता लागून राहिली आहे च्या च्या मधला कट्टर दादा…	NOT		
591	माफ करा माफ करा थोड्या जास्त ट्विट केल्या या विषयावर पण भाषणच तसे धुंवाधार होत आहे काय झोडला ए आरे विषयावर आज	NOT		
592	भारतीय संघाचे माजी अष्टपैलू खेळाडू सय्यद आबिद अली यांना वाढदिवसाच्या खूप खूप शुभेच्छा	NOT		
593	गुलाबो महिन्याला लाख रुपये उलाढालीचा व्यवसाय फुलवलाय २ मैत्रिणींनी वाचा	NOT		
594	तीही अबोल थोडी तोही अबोल थोडा दोघांनाही समजतोय आता प्रेमाचा इशारा थोडा थोडा श्वेता बरकडे	NOT		
595	या देशातील खेळाडूंसाठी आहे आनंदाची बातमी बोर्डाने पगारात केलीय ८३ टक्के वाढ	NOT		
596	मानसशास्त्रा नुसार लोक काय म्हणतील?? वरील वाक्याने जेवढे स्वप्नांचा खून केला आहे तेवढा कोणत्या दुसर्या गोष्टी ने केले नसेल	NOT		
597	अरे यार आपण इकडे करत राहिलो आणि तिकडे ने २ वर्षात ची स्पॉन्सर्सशिप विकत घेतली तब्बल २…	NOT		
598	जबाबदारीच ओझ पोटाची खळगी चिखलात पायपीट आणि कुणाकडून तरी खूप साऱ्या अपेक्षा आणि त्याच्यासाठीच ही धडपड…	NOT		
599	मराठ्यांनो आता तरी डोळ्यावरची झापडं हटवा आणि पहा समाजाचे ते ‘तथाकथित पुढारी आणि मराठा मोर्चाचे ते ‘स्वयंघो…	NOT		
600	फडणवीसांनी आकडेवारीसहित सव्वा तास…	NOT		
601	असही आम्ही चाळीतील एखादा कांदा खराब निघाला की त्याला फेकून देतो हिमाचल ची घाण आमच्या महाराष्ट्रात नको	NOT		
602	मुंबईत सलग पाचव्या दिवशी दीड हजारापेक्षा अधिक रुग्णांची नोंद झाली आहेसोमवारी १७८८ नवीन रुग्णांची नोंद झाली असून ३१ रुग्णां…	NOT		
603	निजामाला होता साली इंग्रजाबरोबर तैनाती फौजेचा करार केल्याने निजमावर पुर्णपणे इंग्रजांचे वर्चस्व असलेतरी निजा…	NOT		
604	कोल्हापूरच्या पन्हाळा तालुक्यातील काही भागात झालेला ढगफुटी सदृश्य पाऊस २ तास झालेल्या पावसानं मोठं नुकसान झालंय	NOT		
605	आजपर्यंतच्या सर्वोच्च कोरोनाबाधित रुग्णांची नोंद आज देशात झाली आहे	NOT		
606	अरे ते मनसैनिक आणि त्यांचे माननीय सेनापती या कंगनाच्या मॅटर वर काही बोलले कि नाही ??? या वेळी नाही लागली का…	NOT		
607	पर्यावरण प्रेमींना तुरुंगात डांबून आरेची झाडे रात्रीत गुपचुप चोरां सारखी तोडणारे दिवसा ढवळया झालेल्या…	NOT		
608	आणि निववळ याच ध्येयापोटी तरुण वयात संन्यास स्वीकारू पाहणाऱ्या नरेंद्रला देशाच्या नियतीने परत राजकारणात आणले आणि २०१४ साली इ…	NOT		
609	आणि निववळ याच ध्येयापोटी तरुण वयात संन्यास स्वीकारू पाहणाऱ्या नरेंद्रला देशाच्या नियतीने परत राजकारणात आणले आणि २०…	NOT		
610	अवधूतदादाचा युट्युब चॅनेल सबस्क्राईब केला का? लावणी येतेय  लावा की फड चालू करा तिकीटबारी …	NOT		
611	निसर्गान अवकृपा केली ती कुणाच्याच हातची नाही जो माल हाती येईल तो तरी प्रत्येकानं पाडून घेऊ नाही …	NOT		
612	सुरुवात कशी झाली यावर बऱ्याच घटनांचा शेवट अवलंबून असतो	NOT		
613	दिवसभर ऐकल्यानंतर तुम्ही	NOT		
